城市,区县,标准店名,分店,菜系,地址,高德状态,高德链接,高德核验日,点评评分,点评评价数,点评人均,点评推荐菜,点评最近评价日期,点评链接,点评核验日,评论推荐数,证据等级,备注,高德人均
无锡市,梁溪区,王兴记,分店待确认,小笼／馄饨,分店待确认,高德命中南禅寺店,https://ditu.amap.com/place/B0FFG0VNII,2026-07-21,未获取,未获取,未获取,小笼／馄饨,未获取,https://www.dianping.com/shop/544040/photos,2026-07-21,57（机器语境待复核）,线索,高德命中南禅寺店；点评命中中山路店；评论未指定分店所以只确认品牌存在不合并分店
无锡市,梁溪区,天福苑,崇宁路店,无锡菜,崇安寺街道崇宁路19-2号,高德榜单明确命中,https://www.amap.com/ranking/wuxi/food/320213,2026-07-21,4.4,6990,106,玉兰饼／玻璃脆皮乳鸽,2026-07-22,https://www.dianping.com/shop/543610,2026-07-22,23（机器语境待复核）,线索,点评店铺页与崇宁路店一致；评分、评价数、人均和完整门牌取该店页当日值
无锡市,锡山区,锡笼记,分店待确认,小笼／馄饨,分店待确认,高德榜单命中多个无锡分店,https://ranks.amap.com/ranking/%E5%8C%85%E5%AD%90%E9%93%BA/320200/%E6%B8%B8%E5%AE%A2,2026-07-21,未获取,未获取,未获取,无锡小笼／馄饨,未获取,https://m.dianping.com/shop/16988444,2026-07-21,22（机器语境待复核）,线索,点评链接为查桥店；评论未指定分店；仅确认无锡品牌实体存在
无锡市,梁溪区,古香楼,五星家园店,小笼／馄饨,清名桥街道金城路五星家园122-2号（五星家园北门旁）,高德榜单明确命中,https://www.amap.com/ranking/wuxi/food/320213,2026-07-21,4.8,7083,24,馄饨／小笼,2026-07-22,https://www.dianping.com/shop/2943202,2026-07-22,17（机器语境待复核）,线索,点评店铺页与五星家园店一致；评分、评价数、人均和完整门牌取该店页当日值
无锡市,梁溪区,无锡鸡鸭鹅大酒店,,无锡菜,利民二弄64-2,高德已定位,https://www.amap.com/place/B0K6BCASIK,2026-07-21,未获取,未获取,未获取,肉酿面筋／香酥鸭／菜饭,未获取,,2026-07-21,7（机器语境待复核）,线索,高德店铺页和烟火小店榜均命中；点评店铺页待补
无锡市,梁溪区,曹张圆圆包子,曹张路店,包子／早餐,曹张路555号曹张菜场附近,高德榜单命中园园包子店,https://ranks.amap.com/ranking/%E5%8C%85%E5%AD%90%E9%93%BA/320200/%E6%B8%B8%E5%AE%A2,2026-07-21,未获取,未获取,未获取,肉包／菜包／豆沙包,未获取,https://www.dianping.com/review/893143600,2026-07-21,24（机器语境待复核）,线索,评论中圆圆／园园写法并存；点评链接是评价页而非完整店铺页；正式招牌写法待确认
无锡市,梁溪区,义兴斋,上马墩店,清真点心／小吃,上马墩路89号,高德榜单明确命中,https://www.amap.com/ranking/wuxi/food/320213,2026-07-21,未获取,未获取,未获取,点心,未获取,,2026-07-21,8（机器语境待复核）,线索,高德榜单与包子铺榜均命中上马墩店；点评店铺页待补
无锡市,,勤德兴,分店待确认,小笼／馄饨,分店待确认,高德命中湖滨路店,https://www.amap.com/place/B0FFGYOB2K,2026-07-21,未获取,未获取,未获取,无锡小笼／开洋馄饨,未获取,https://www.dianping.com/shop/k73JsSxMRnZEz5am/photos,2026-07-21,待复核,线索,高德链接为湖滨路店；点评链接为新区万科店；评论未指定分店所以只确认品牌存在
无锡市,江阴市,陶兴宝点心店,通富路店,点心／早餐,通富路178号,高德榜单明确命中,https://ranks.amap.com/ranking/%E5%8C%85%E5%AD%90%E9%93%BA/320200/%E6%B8%B8%E5%AE%A2,2026-07-21,未获取,未获取,未获取,点心,未获取,,2026-07-21,待复核,线索,高德无锡市包子铺榜命中通富路店；点评店铺页与动态字段待补
无锡市,,淘米水私房菜,向阳路店,无锡私房菜,向阳路（具体门牌待核验）,待地图核验,,,未获取,未获取,未获取,未获取,未获取,,,4,C,根据用户补充确认真实饭店及向阳路店；地图、点评、区县和门牌仍待核验
无锡市,锡山区,晓峰菜馆,,家常菜,安镇街道养老服务中心北门西130米,已定位（营业状态未显示）,https://ditu.amap.com/search?query=%E6%97%A0%E9%94%A1+%E6%99%93%E5%B3%B0%E8%8F%9C%E9%A6%86&city=320000,2026-07-22,未获取,未获取,未获取,未获取,未获取,,2026-07-22,1,C,高德检出独立的“晓峰菜馆”且显示人均58元；同页另有“晓峰饭店”，因此不能并入“小峰饭店”；点评仍待核验,58
常州市,钟楼区,常州银丝面馆,西新桥店,面馆,飞龙路15-2号,已定位（营业状态未显示）,https://ditu.amap.com/search?query=%E5%B8%B8%E5%B7%9E+%E8%A5%BF%E6%96%B0%E6%A1%A5%E4%B8%89%E6%9D%91%E9%93%B6%E4%B8%9D%E9%9D%A2%E5%BA%97&city=320200,2026-07-22,未获取,未获取,未获取,未获取,未获取,,2026-07-22,2,C,高德第一条为常州银丝面馆西新桥店并显示人均22元；评论写作西新桥三村银丝面店；点评仍待核验,22
